catalan;español;palabra;categoría_gramatical;categoría_de_uso;audio_file_name
cat_esp_708;CAT: La {{c1::velocitat}} del cotxe.<br>ESP: La {{c2::velocidad}} del coche.;[sound:la_velocitat_del_cotxe.mp3];La velocitat del cotxe.;La velocidad del coche.;velocitat;nom;Mesura/Física;la_velocitat_del_cotxe.mp3
cat_esp_709;CAT: La {{c1::temperatura}} ha baixat.<br>ESP: La {{c2::temperatura}} ha bajado.;[sound:la_temperatura_ha_baixat.mp3];La temperatura ha baixat.;La temperatura ha bajado.;temperatura;nom;Mesura/Temps;la_temperatura_ha_baixat.mp3
cat_esp_710;CAT: La {{c1::pressió}} atmosfèrica.<br>ESP: La {{c2::presión}} atmosférica.;[sound:la_pressio_atmosferica.mp3];La pressió atmosfèrica.;La presión atmosférica.;pressió;nom;Mesura/Física;la_pressio_atmosferica.mp3
cat_esp_711;CAT: La {{c1::llum}} del sol.<br>ESP: La {{c2::luz}} del sol.;[sound:la_llum_del_sol.mp3];La llum del sol.;La luz del sol.;llum;nom;Física/Natura;la_llum_del_sol.mp3
cat_esp_712;CAT: El {{c1::so}} de les campanes.<br>ESP: El {{c2::sonido}} de las campanas.;[sound:el_so_de_les_campanes.mp3];El so de les campanes.;El sonido de las campanas.;so;nom;Física/Sensacions;el_so_de_les_campanes.mp3
cat_esp_713;CAT: Una {{c1::imatge}} val més que mil paraules.<br>ESP: Una {{c2::imagen}} vale más que mil palabras.;[sound:una_imatge_val_mes_que_mil_paraules.mp3];Una imatge val més que mil paraules.;Una imagen vale más que mil palabras.;imatge;nom;Comunicació/Visual;una_imatge_val_mes_que_mil_paraules.mp3
cat_esp_714;CAT: El {{c1::to}} de veu.<br>ESP: El {{c2::tono}} de voz.;[sound:el_to_de_veu.mp3];El to de veu.;El tono de voz.;to;nom;So/Comunicació;el_to_de_veu.mp3
cat_esp_715;CAT: El {{c1::ritme}} de la música.<br>ESP: El {{c2::ritmo}} de la música.;[sound:el_ritme_de_la_musica.mp3];El ritme de la música.;El ritmo de la música.;ritme;nom;Música/Temps;el_ritme_de_la_musica.mp3
cat_esp_716;CAT: Una {{c1::línia}} recta.<br>ESP: Una {{c2::línea}} recta.;[sound:una_linia_recta.mp3];Una línia recta.;Una línea recta.;línia;nom;Geometria/Forma;una_linia_recta.mp3
cat_esp_717;CAT: Dibuixa un {{c1::cercle}}.<br>ESP: Dibuja un {{c2::círculo}}.;[sound:dibuixa_un_cercle.mp3];Dibuixa un cercle.;Dibuja un círculo.;cercle;nom;Geometria/Forma;dibuixa_un_cercle.mp3
cat_esp_718;CAT: Un {{c1::quadrat}} perfecte.<br>ESP: Un {{c2::cuadrado}} perfecto.;[sound:un_quadrat_perfecte.mp3];Un quadrat perfecte.;Un cuadrado perfecto.;quadrat;nom;Geometria/Forma;un_quadrat_perfecte.mp3
cat_esp_719;CAT: La {{c1::base}} del triangle.<br>ESP: La {{c2::base}} del triángulo.;[sound:la_base_del_triangle.mp3];La base del triangle.;La base del triángulo.;base;nom;Geometria/Part;la_base_del_triangle.mp3
cat_esp_720;CAT: La {{c1::cara}} del cub.<br>ESP: La {{c2::cara}} del cubo.;[sound:la_cara_del_cub.mp3];La cara del cub.;La cara del cubo.;cara;nom;Geometria/Part;la_cara_del_cub.mp3
cat_esp_721;CAT: L'{{c1::angle}} recte.<br>ESP: El {{c2::ángulo}} recto.;[sound:l_angle_recte.mp3];L'angle recte.;El ángulo recto.;angle;nom;Geometria;l_angle_recte.mp3
cat_esp_722;CAT: El {{c1::volum}} del so.<br>ESP: El {{c2::volumen}} del sonido.;[sound:el_volum_del_so.mp3];El volum del so.;El volumen del sonido.;volum;nom;Mesura/So/Geometria;el_volum_del_so.mp3
cat_esp_723;CAT: L'{{c1::àrea}} del cercle.<br>ESP: El {{c2::área}} del círculo.;[sound:l_area_del_cercle.mp3];L'àrea del cercle.;El área del círculo.;àrea;nom;Mesura/Geometria;l_area_del_cercle.mp3
cat_esp_724;CAT: Una {{c1::peça}} de fruita.<br>ESP: Una {{c2::pieza}} de fruta.;[sound:una_peca_de_fruita.mp3];Una peça de fruita.;Una pieza de fruta.;peça;nom;Parts/Objectes;una_peca_de_fruita.mp3
cat_esp_725;CAT: Un {{c1::tros}} de pastís.<br>ESP: Un {{c2::trozo / pedazo}} de pastel.;[sound:un_tros_de_pastis.mp3];Un tros de pastís.;Un trozo / pedazo de pastel.;tros;nom;Parts/Quantitat;un_tros_de_pastis.mp3
cat_esp_726;CAT: La {{c1::meitat}} esquerra.<br>ESP: La {{c2::mitad}} izquierda.;[sound:la_meitat_esquerra.mp3];La meitat esquerra.;La mitad izquierda.;meitat;nom;Parts/Quantitat;la_meitat_esquerra.mp3
cat_esp_727;CAT: El {{c1::fons}} del mar.<br>ESP: El {{c2::fondo}} del mar.;[sound:el_fons_del_mar.mp3];El fons del mar.;El fondo del mar.;fons;nom;Lloc/Part;el_fons_del_mar.mp3
cat_esp_728;CAT: La {{c1::superfície}} de l'aigua.<br>ESP: La {{c2::superficie}} del agua.;[sound:la_superficie_de_l_aigua.mp3];La superfície de l'aigua.;La superficie del agua.;superfície;nom;Lloc/Part/Geometria;la_superficie_de_l_aigua.mp3
cat_esp_729;CAT: La {{c1::vora}} del riu.<br>ESP: La {{c2::orilla / borde}} del río.;[sound:la_vora_del_riu.mp3];La vora del riu.;La orilla / borde del río.;vora;nom;Lloc/Part;la_vora_del_riu.mp3
cat_esp_730;CAT: El {{c1::cim}} de la muntanya.<br>ESP: La {{c2::cima}} de la montaña.;[sound:el_cim_de_la_muntanya.mp3];El cim de la muntanya.;La cima de la montaña.;cim;nom;Lloc/Part;el_cim_de_la_muntanya.mp3
cat_esp_731;CAT: Un {{c1::grau}} de dificultat.<br>ESP: Un {{c2::grado}} de dificultad.;[sound:un_grau_de_dificultat.mp3];Un grau de dificultat.;Un grado de dificultad.;grau;nom;Mesura/Nivell;un_grau_de_dificultat.mp3
cat_esp_732;CAT: La {{c1::classe}} social.<br>ESP: La {{c2::clase}} social.;[sound:la_classe_social.mp3];La classe social.;La clase social.;classe;nom;Societat;la_classe_social.mp3
cat_esp_733;CAT: El {{c1::tipus}} de música.<br>ESP: El {{c2::tipo}} de música.;[sound:el_tipus_de_musica.mp3];El tipus de música.;El tipo de música.;tipus;nom;Classificació;el_tipus_de_musica.mp3
cat_esp_734;CAT: Una {{c1::espècie}} en extinció.<br>ESP: Una {{c2::especie}} en extinción.;[sound:una_especie_en_extincio.mp3];Una espècie en extinció.;Una especie en extinción.;espècie;nom;Biologia/Classificació;una_especie_en_extincio.mp3
cat_esp_735;CAT: La {{c1::matèria}} escolar.<br>ESP: La {{c2::materia / asignatura}} escolar.;[sound:la_materia_escolar.mp3];La matèria escolar.;La materia / asignatura escolar.;matèria;nom;Educació/Física;la_materia_escolar.mp3
cat_esp_736;CAT: El {{c1::subjecte}} de la frase.<br>ESP: El {{c2::sujeto}} de la frase.;[sound:el_subjecte_de_la_frase.mp3];El subjecte de la frase.;El sujeto de la frase.;subjecte;nom;Gramàtica/Tema;el_subjecte_de_la_frase.mp3
cat_esp_737;CAT: L'{{c1::objecte}} directe.<br>ESP: El {{c2::objeto}} directo.;[sound:l_objecte_directe.mp3];L'objecte directe.;El objeto directo.;objecte;nom;Gramàtica/Objectes;l_objecte_directe.mp3
cat_esp_738;CAT: El {{c1::verb}} és important.<br>ESP: El {{c2::verbo}} es importante.;[sound:el_verb_es_important.mp3];El verb és important.;El verbo es importante.;verb;nom;Gramàtica;el_verb_es_important.mp3
cat_esp_739;CAT: Un {{c1::nom}} comú.<br>ESP: Un {{c2::nombre / sustantivo}} común.;[sound:un_nom_comu.mp3];Un nom comú.;Un nombre / sustantivo común.;nom;nom;Gramàtica;un_nom_comu.mp3
cat_esp_740;CAT: L'{{c1::adjectiu}} qualificatiu.<br>ESP: El {{c2::adjetivo}} calificativo.;[sound:l_adjectiu_qualificatiu.mp3];L'adjectiu qualificatiu.;El adjetivo calificativo.;adjectiu;nom;Gramàtica;l_adjectiu_qualificatiu.mp3
cat_esp_741;CAT: Un {{c1::adverbi}} de temps.<br>ESP: Un {{c2::adverbio}} de tiempo.;[sound:un_adverbi_de_temps.mp3];Un adverbi de temps.;Un adverbio de tiempo.;adverbi;nom;Gramàtica;un_adverbi_de_temps.mp3
cat_esp_742;CAT: La {{c1::preposició}} "a".<br>ESP: La {{c2::preposición}} "a".;[sound:la_preposicio_a.mp3];La preposició "a".;La preposición "a".;preposició;nom;Gramàtica;la_preposicio_a.mp3
cat_esp_743;CAT: Una {{c1::conjunció}} copulativa.<br>ESP: Una {{c2::conjunción}} copulativa.;[sound:una_conjuncio_copulativa.mp3];Una conjunció copulativa.;Una conjunción copulativa.;conjunció;nom;Gramàtica;una_conjuncio_copulativa.mp3
cat_esp_744;CAT: L'{{c1::article}} determinat.<br>ESP: El {{c2::artículo}} determinado.;[sound:l_article_determinat.mp3];L'article determinat.;El artículo determinado.;article;nom;Gramàtica;l_article_determinat.mp3
cat_esp_745;CAT: El {{c1::pronom}} personal.<br>ESP: El {{c2::pronombre}} personal.;[sound:el_pronom_personal.mp3];El pronom personal.;El pronombre personal.;pronom;nom;Gramàtica;el_pronom_personal.mp3
cat_esp_746;CAT: La {{c1::frase}} feta.<br>ESP: La {{c2::frase}} hecha.;[sound:la_frase_feta.mp3];La frase feta.;La frase hecha.;frase feta;nom (compost);Llengua/Expressions;la_frase_feta.mp3
cat_esp_747;CAT: Una {{c1::expressió}} popular.<br>ESP: Una {{c2::expresión}} popular.;[sound:una_expressio_popular.mp3];Una expressió popular.;Una expresión popular.;expressió;nom;Llengua/Expressions;una_expressio_popular.mp3
cat_esp_748;CAT: El {{c1::vocabulari}} bàsic.<br>ESP: El {{c2::vocabulario}} básico.;[sound:el_vocabulari_basic.mp3];El vocabulari bàsic.;El vocabulario básico.;vocabulari;nom;Llengua;el_vocabulari_basic.mp3
cat_esp_749;CAT: La {{c1::gramàtica}} catalana.<br>ESP: La {{c2::gramática}} catalana.;[sound:la_gramatica_catalana.mp3];La gramàtica catalana.;La gramática catalana.;gramàtica;nom;Llengua;la_gramatica_catalana.mp3
cat_esp_750;CAT: La {{c1::pronunciació}} correcta.<br>ESP: La {{c2::pronunciación}} correcta.;[sound:la_pronunciacio_correcta.mp3];La pronunciació correcta.;La pronunciación correcta.;pronunciació;nom;Llengua;la_pronunciacio_correcta.mp3
